,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers
59,SRM-Institute-of-Science-and-Technology-1,Can I get admission in VIT Vellore/SRM Chennai for a B.Tech in biotechnology? I scored 90.4% class 12th CBSE and I am a biology student.,3,3,3/3,No,Followed,2020-07-27,https://www.quora.com/Can-I-get-admission-in-VIT-Vellore-SRM-Chennai-for-a-B-Tech-in-biotechnology-I-scored-90-4-class-12th-CBSE-and-I-am-a-biology-student,According to your marks it is difficult to get admission at main campus. But you can get admission in Vit Chennai campus. you can get but you have to pay a bit extra than others through management quota. you will fall under 3/4 category and the fees will be 3/ 4 lakh. 
60,SRM-Institute-of-Science-and-Technology-1,Can I get admission in VIT Vellore/SRM Chennai for a B.Tech in biotechnology? I scored 90.4% class 12th CBSE and I am a biology student.,3,3,3/3,No,Followed,2020-07-27,https://www.quora.com/Can-I-get-admission-in-VIT-Vellore-SRM-Chennai-for-a-B-Tech-in-biotechnology-I-scored-90-4-class-12th-CBSE-and-I-am-a-biology-student,You can get admission in SRM easily with board percentage but there's a little chance of getting admission in Vellore VIT because this year they are taking admission on the basis of 10+2 marks and JEE percentile. So you can go for SRM chennai. All the best. 
61,SRM-Institute-of-Science-and-Technology-1,What are my chances of getting CSE seat in VIT Vellore or SRM University KTR campus? . I got 94% in my 12th boards CBSE,4,1,4/1,Yes,Followed,2020-07-27,https://www.quora.com/What-are-my-chances-of-getting-CSE-seat-in-VIT-Vellore-or-SRM-University-KTR-campus-I-got-94-in-my-12th-boards-CBSE,You have a great chance to get admission at vit vellore with that kind of mark since there is no viteee they might consider only your boards marks 
62,SRM-Institute-of-Science-and-Technology-1,Have you graduated from SRM?,0,1,0/1,No,Requested,2020-07-26,https://www.quora.com/Have-you-graduated-from-SRM,Nope but I work as faculty there. I am assistant professor at SRM main campus. 
63,SRM-Institute-of-Science-and-Technology-1,I got 88.75% in ISC and 90 in PCM. What are the courses that I can get in VIT and SRM?,3,1,3/1,No,Followed,2020-07-30,https://www.quora.com/I-got-88-75-in-ISC-and-90-in-PCM-What-are-the-courses-that-I-can-get-in-VIT-and-SRM,You know that VITEEE/SRMJEEE has been cancelled this year and admissions will be on the basis of your 12th PCM aggregate and JEE MAINS score may also add some weightage. Nothing has been finalised yet like cutoffs and stuff so it's better to wait for the Official Announcement by the VIT/SRM administration. Hope it helps :) Thankss !! 
64,SRM-Institute-of-Science-and-Technology-1,"I got 92% aggregate in PCM class 12 and 90.46 percentile in the JEE Mains. Will I be eligible for VIT Vellore, Thapar Patiala and SRM?",5,3,5/3,No,Followed,2020-07-26,https://www.quora.com/I-got-92-aggregate-in-PCM-class-12-and-90-46-percentile-in-the-JEE-Mains-Will-I-be-eligible-for-VIT-Vellore-Thapar-Patiala-and-SRM,"Yes all three of them take admission with even lower marks especially vit and srm. You can get admission in vit or srm without any hassle as they usually hire middlemen(touts) to give admission to unqualified students and you seem to have scored decent enough to not even require middlemen assistance but I would suggest you to take middlemen assistance anyways because it might guarantee you a seat, just be sure to register for all three of them. "
65,SRM-Institute-of-Science-and-Technology-1,"I got 92% aggregate in PCM class 12 and 90.46 percentile in the JEE Mains. Will I be eligible for VIT Vellore, Thapar Patiala and SRM?",5,3,5/3,No,Followed,2020-07-26,https://www.quora.com/I-got-92-aggregate-in-PCM-class-12-and-90-46-percentile-in-the-JEE-Mains-Will-I-be-eligible-for-VIT-Vellore-Thapar-Patiala-and-SRM,"With such good grades you will be easily eligible for CSE at VIT, Thapar and SRM(anyone can qualify SRM). Atleast this is the norm during normal scenario. But due to this covid things are pretty unpredictable nowadays. Best of Luck! "
66,SRM-Institute-of-Science-and-Technology-1,"I got 92 percent aggregate in 12 PCM and 90.46 percentile in the JEE Mains. Will I be eligible for the CSE branch in VIT Vellore, Thapar Patiala, or SRM?",2,5,2/5,No,Followed,2020-07-29,https://www.quora.com/I-got-92-percent-aggregate-in-12-PCM-and-90-46-percentile-in-the-JEE-Mains-Will-I-be-eligible-for-the-CSE-branch-in-VIT-Vellore-Thapar-Patiala-or-SRM,"I think you can get NIT. If you get NIT you wont have to think about these private colleges. NITs are very good. With such good grades you will be easily eligible for CSE at VIT, Thapar and SRM(anyone can qualify SRM). Atleast this is the norm during normal scenario. But due to this covid things are pretty unpredictable nowadays. Best of Luck! "
67,SRM-Institute-of-Science-and-Technology-1,"I got 92 percent aggregate in 12 PCM and 90.46 percentile in the JEE Mains. Will I be eligible for the CSE branch in VIT Vellore, Thapar Patiala, or SRM?",2,5,2/5,No,Followed,2020-07-29,https://www.quora.com/I-got-92-percent-aggregate-in-12-PCM-and-90-46-percentile-in-the-JEE-Mains-Will-I-be-eligible-for-the-CSE-branch-in-VIT-Vellore-Thapar-Patiala-or-SRM,"Yes, I think you are eligible for CSE branch in all the three colleges as your boards percentage and JEE percentile is good enough. So don't worry and keep trying you will surely secure seat in one of these college. Thanks. "
68,SRM-Institute-of-Science-and-Technology-1,Which branches will I get in the first category at SRM main campus with 94.6 percentage in the Andhra Pradesh 12th board exams?,2,2,2/2,No,Followed,2020-07-26,https://www.quora.com/Which-branches-will-I-get-in-the-first-category-at-SRM-main-campus-with-94-6-percentage-in-the-Andhra-Pradesh-12th-board-exams,"Mostly all the branches you can get, depends upon the score you get in SRM JEE exam. To get an exact idea, I would suggest you to contact the admission office and get in touch with them. "
69,SRM-Institute-of-Science-and-Technology-1,What is the expected cutoff for VIT and SRM CSE at the main branch according to board percentage criteria admission?,3,1,3/1,No,Followed,2020-07-29,https://www.quora.com/What-is-the-expected-cutoff-for-VIT-and-SRM-CSE-at-the-main-branch-according-to-board-percentage-criteria-admission,Nobody know these details except VIT officials. You have to go through the counselling then only you would get to know the availability details of the branch of that day counselling session. Good luck 
70,SRM-Institute-of-Science-and-Technology-1,"How is Anna University ranked above VIT, BITS, SRM, MIT, etc. in engineering (NIRF ranking)? Is this the best private college for engineering?",2,1,2/1,No,Followed,2020-07-24,https://www.quora.com/How-is-Anna-University-ranked-above-VIT-BITS-SRM-MIT-etc-in-engineering-NIRF-ranking-Is-this-the-best-private-college-for-engineering,"Anna University stress a lot on Research.. not only that, top 4 govt Engineering college come under Anna University i.e., CEG, MIT, ACT & SSN.. So intellectual capital you can assume is best in Tamil Nadu outside IITM & NITT.. So getting this rank is very logical & justified "
71,SRM-Institute-of-Science-and-Technology-1,What could be the Minimum Score to get CSE In SRM-KTR (Main) Campus through XII Boards?,2,1,2/1,No,Followed,2020-07-28,https://www.quora.com/What-could-be-the-Minimum-Score-to-get-CSE-In-SRM-KTR-Main-Campus-through-XII-Boards,"As I said earlier, 85+ percentage will keep you in safer zone and might be you will get seat in CSE at SRM main campus. "
72,SRM-Institute-of-Science-and-Technology-1,"Is there any possibility of IPU admission on the basis of board result just like VIT, SRM, and Thapar if jee mains get furtger posponded after September?",3,1,3/1,No,Followed,2020-07-24,https://www.quora.com/Is-there-any-possibility-of-IPU-admission-on-the-basis-of-board-result-just-like-VIT-SRM-and-Thapar-if-jee-mains-get-furtger-posponded-after-September,"i would tell advice you to keep looking for updates on ipu website and not worry or speculate about things. Just relax and keep preparing lightly, anything can happen. "
73,SRM-Institute-of-Science-and-Technology-1,I'm a BTech graduate and now just started an MTech on power electronics in SRM KTR. How do I maintain an 8-9 CGPA throughout my semesters?,1,1,1/1,No,Followed,2020-07-23,https://www.quora.com/Im-a-BTech-graduate-and-now-just-started-an-MTech-on-power-electronics-in-SRM-KTR-How-do-I-maintain-an-8-9-CGPA-throughout-my-semesters,You are a graduated person you know very how to maintain a CGPA throughout the semester. Just go back and remember your engineering college time you will find your answer How to maintain your CGPA. All the best 
74,SRM-Institute-of-Science-and-Technology-1,Should I choose an IT or a CSE in the SRM University? I've heard that IT is ABET accredited whereas CSE is not. Will this by any way affect my chances of studying abroad for higher studies in top notch universities if I pursue CSE?,2,2,2/2,No,Followed,2016-05-09,https://www.quora.com/Should-I-choose-an-IT-or-a-CSE-in-the-SRM-University-Ive-heard-that-IT-is-ABET-accredited-whereas-CSE-is-not-Will-this-by-any-way-affect-my-chances-of-studying-abroad-for-higher-studies-in-top-notch-universities-if-I-pursue-CSE,Join srm in cse and get good marks and then u can get chance to go abroad through sap programme.. 
75,SRM-Institute-of-Science-and-Technology-1,Should I choose an IT or a CSE in the SRM University? I've heard that IT is ABET accredited whereas CSE is not. Will this by any way affect my chances of studying abroad for higher studies in top notch universities if I pursue CSE?,2,2,2/2,No,Followed,2016-05-09,https://www.quora.com/Should-I-choose-an-IT-or-a-CSE-in-the-SRM-University-Ive-heard-that-IT-is-ABET-accredited-whereas-CSE-is-not-Will-this-by-any-way-affect-my-chances-of-studying-abroad-for-higher-studies-in-top-notch-universities-if-I-pursue-CSE,CSE for sure. Don't go for accreditions and stuff like that. Get good grades there and get a good job! 
76,SRM-Institute-of-Science-and-Technology-1,"Admission fees is higher in KIIT and less in SRM, but I have heard many bad reviews about SRM, so in case of placement is there like much difference between the two? And are there any better private college I should opt for as of now for BTech CSE",3,1,3/1,No,Followed,2020-07-23,https://www.quora.com/Admission-fees-is-higher-in-KIIT-and-less-in-SRM-but-I-have-heard-many-bad-reviews-about-SRM-so-in-case-of-placement-is-there-like-much-difference-between-the-two-And-are-there-any-better-private-college-I-should,"I am not aware of placements in SRM. As a KIIT CS graduate, I can assure you that you will get a lot of opportunities… I mean a lot. Almost everyone from CS and IT gets placed. Every other company that visits the campus will give more priority to CS/IT. 200+ companies will visit the campus or even more for you guys… So , if KIIT is on your list then aim for CS , IT , CSSE or CSCE branches…. I saw people with zero coding skills getting offers from 3–4 companies-- They all were mass recruites, but still. If you want to know more..then we can connect.. "
